不过	178
其中	178
一定	178
由于	177
之前	177
一位	176
安哥拉	175
那个	175
吃	174
产品	174
才	174
起来	174
过去	173
投资	173
最后	172
决定	172
选择	172
怎么	172
内	172
甚至	172
市场	172
过程	172
啊	171
小	169
地区	166
组织	165
具有	165
来自	163
国际	162
总统	161
为什么	160
之间	160
那里	159
麽	159
关系	158
走	157
要求	156
这么	155
今天	155
支持	153
准备	152
存在	152
原因	152
是否	152
只有	151
关于	151
一下	151
社会	150
并且	149
真的	149
目的	149
有些	149
巴西	149
目标	149
大家	148
增长	147
改变	147
出来	146
企业	146
继续	146
请	145
了解	145
拥有	144
每个	144
行为	144
最大	143
之	143
提出	142
一点	142
另	142
人类	141
接受	141
成功	141
数据	141
高	140
最好	139
解决	139
信息	138
尽管	137
控制	137
想要	137
产生	135
完成	135
听	135
带	134
找到	134
安全	133
部分	133
根据	133
之一	132
活动	132
建立	131
城市	131
服务	131
相信	130
提高	130
今年	130
能力	130
也许	130
作用	129
感到	129
无法	129
我要	128
女性	128
努力	127
亿美元	127
一切	126
谁	125
未来	125
莫桑比克	125
最近	125
实现	125
有关	124
正	124
治疗	124
爱	123
英国	123
应用	123
离开	122
然而	122
小时	122
则	122
调查	121
显示	121
真正	121
本文	120
增加	120
这一	120
曾	120
一家	120
机会	119
完全	119
环境	118
感觉	118
大学	118
导致	118
通常	118
当然	118
利用	117
先生	117
日	117
那样	116
处理	116
叫	116
找	116
比较	116
进入	115
别人	115
看看	115
保持	114
总是	114
人员	113
虽然	113
报道	113
容易	113
整个	113
保护	112
电影	112
达到	112
生产	111
一名	111
网络	111
故事	111
学校	111
有人	110
相关	110
采用	110
理论	110
钱	110
学习	110
特别	109
银行	109
文化	108
达	108
几个	108
我会	108
管理	107
考虑	107
者	106
太	106
照片	106
表现	105
约	104
报告	104
全球	104
介绍	104
参加	103
欧洲	103
结构	102
每	102
这次	102
一天	101
基础	101
同样	101
比如	101
运动	101
带来	100
只要	100
仍然	99
如此	99
男人	98
超过	98
简单	98
传统	98
表明	98
点	97
拿	97
最终	97
其它	97
建议	97
至少	96
行动	96
汽车	96
因素	96
用于	96
减少	96
造成	95
此	95
葡萄牙	95
愿意	95
价值	94
会议	94
教育	94
讨论	94
压力	94
更好	94
意思	94
大多数	93
个人	93
变化	93
问	93
几乎	93
各种	92
一项	92
去年	92
日本	92
非洲	92
打	92
女人	91
受到	90
不想	90
网站	90
政治	90
日电	90
结束	89
合作	89
明显	89
生命	89
中心	89
美元	89
当时	89
代表	89
经历	89
健康	89
万美元	88
战争	88
因	88
价格	88
指出	87
较	87
才能	87
唯一	87
功能	87
石油	87
领域	86
写	86
条件	86
关注	85
解释	85
内容	84
奥巴马	84
首先	84
每天	84
不断	83
身体	83
协议	82
有效	82
医生	82
住	82
死	82
名	82
似乎	82
官员	82
站	82
想法	82
变得	82
飞机	82
实验	81
模型	81
俄罗斯	81
她们	81
这位	80
直接	80
动物	80
是因为	80
母亲	80
成	80
如	80
一部分	80
据	79
大量	79
怎样	79
买	79
更加	79
父亲	79
担心	79
印度	79
别	79
一份	79
地球	79
历史	78
家	78
分别	78
做出	78
测试	78
观察	78
举行	78
仍	78
形成	77
以来	77
资金	77
法律	77
随着	77
政策	77
非	77
死亡	76
大约	76
允许	76
即	76
语言	76
事实上	76
机构	76
重新	75
计算	75
十分	75
曾经	75
确定	75
自由	75
力量	75
使得	74
这项	74
时代	74
不仅	74
水平	73
数字	73
以前	73
另外	73
看起来	73
引起	73
效果	73
意义	73
起	73
从而	73
明白	73
其实	73
联系	73
直到	73
食物	73
空间	73
试图	72
巨大	72
北京	72
办公室	72
号	72
永远	72
而是	72
于是	72
万	71
电脑	71
探讨	71
实际	71
父母	71
年代	71
标准	71
第	71
注意	71
严重	70
先	70
错误	70
一般	70
建设	70
电话	70
一年	70
占	70
收入	70
例如	70
经常	70
名字	70
意识	69
低	69
什	69
实际上	69
出口	69
取得	69
表达	69
放在	69
一件	69
某些	69
持续	69
可是	68
游戏	68
同	68
本	68
证明	68
大部分	68
将会	68
集团	68
比赛	68
很快	68
新闻	68
或是	67
方向	67
员工	67
期间	67
团队	67
需求	67
用户	67
观点	67
参与	67
任务	67
澳门	67
认识	67
质量	67
三个	67
生物	66
妈妈	66
家庭	66
性	66
变成	66
基于	66
艺术	65
材料	65
及其	65
风险	65
女孩	65
有趣	65
坐在	65
降低	65
清楚	65
见	65
建筑	65
帮	65
即使	65
世纪	64
听到	64
自然	64
程度	64
自	64
令人	63
以后	63
手机	63
型	63
快乐	63
媒体	63
患者	63
除了	63
穿	63
一只	63
创造	63
花	62
来到	62
现代	62
说明	62
开发	62
形式	62
不再	62
身上	62
失去	62
在于	62
应	62
专家	62
肯定	62
尝试	62
无	62
设备	62
上帝	62
平均	62
足够	61
且	61
或许	61
负责	61
指	61
委员会	61
良好	61
声音	61
预计	61
不得不	61
以为	61
制造	61
很大	60
只能	60
人民	60
面临	60
用来	60
正常	60
模式	60
尤其	60
区域	60
全部	60
讲	60
大脑	60
思想	60
至	59
理解	59
事件	59
办法	59
领导人	59
里面	59
例	59
快	59
积极	59
状态	59
规定	59
寻找	59
加入	59
意味着	59
音乐	59
如今	59
回答	58
细胞	58
保证	58
发表	58
性能	58
以色列	58
时期	58
范围	58
车	58
有点	58
结合	58
儿子	58
业务	58
他人	58
人口	58
受	58
旅行	58
两种	58
长	58
而言	57
每年	57
后来	57
吸引	57
真	57
经过	57
科学	57
作	57
按	57
一旦	57
当地	57
确保	57
总	57
位置	57
访问	57
数量	57
回到	57
是不是	57
那种	57
病人	57
措施	56
移动	56
人士	56
酒店	56
结婚	56
行业	56
针对	56
记者	56
宣布	56
稳定	56
纽约	55
专业	55
精神	55
回来	55
承认	55
想象	55
结论	55
速度	55
多少	55
放弃	55
均	55
下来	55
有没有	55
一条	55
试验	55
确实	55
展示	55
旅游	54
资源	54
理由	54
袭击	54
这儿	54
上面	54
年轻	54
成员	54
国内	54
基本	54
组成	54
越来越	54
便	54
消息	54
一张	54
处	53
医院	53
真是	53
晚上	53
反对	53
房间	53
特点	53
有时	53
成本	53
疾病	53
满足	53
描述	53
么	53
记录	52
干	52
老板	52
各	52
拒绝	52
现象	52
不管	52
购买	52
关键	52
选举	52
法国	52
伊拉克	52
样子	52
制度	52
采取	51
水	51
第一次	51
我国	51
一系列	51
贷款	51
下面	51
下降	51
恢复	51
缺乏	51
组	51
大概	51
附近	51
外	51
制作	51
思考	51
困难	51
类似	50
反应	50
享受	50
运行	50
坚持	50
儿童	50
警察	50
要是	50
无论	50
改革	50
第一个	50
广告	50
记得	50
不用	50
商业	50
一场	50
其他人	49
哪	49
长期	49
年轻人	49
道	49
x	49
信号	49
程序	49
英语	49
哪里	49
根本	49
哦	49
意见	49
伦敦	49
说道	49
大型	49
援助	49
开	49
看见	49
避免	49
德国	49
完	48
有着	48
支付	48
电视	48
节目	48
独立	48
失败	48
工程	48
军队	48
交易	48
老	48
工具	48
遇到	48
计算机	48
还要	48
限制	48
贸易	48
P	48
我能	48
机器	48
能量	48
马上	48
就要	48
皮肤	48
科学家	48
伊朗	48
好像	48
男性	47
幸福	47
路	47
职业	47
从来	47
领导	47
家伙	47
亿	47
原则	47
区	47
改善	47
经验	47
正确	47
天	47
执行	47
人生	47
不错	47
面对	47
同意	47
装置	47
承诺	47
'	47
上述	46
训练	46
妇女	46
温度	46
文章	46
约翰	46
挑战	46
必要	46
作品	46
几年	46
做到	46
重点	46
教授	46
正式	46
莫	46
房子	46
分子	46
角色	46
颜色	46
对方	46
跑	46
痛苦	46
等待	46
类	46
发布	45
到底	45
啦	45
特征	45
客户	45
进一步	45
间	45
丈夫	45
破坏	45
危险	45
回家	45
法	45
有个	45
知识	45
出去	45
互联网	45
促进	45
科技	45
苹果	45
相比	45
方案	45
实验室	45
分享	45
农业	44
相同	44
共同	44
的确	44
眼睛	44
自我	44
书	44
机器人	44
送	44
文件	44
这家	44
投票	44
不到	44
含量	44
本书	44
例子	44
测量	44
位于	44
结果表明	44
威胁	44
高兴	43
开展	43
状况	43
体系	43
一段	43
xE	43
普通	43
衣服	43
全世界	43
基金	43
三	43
星期	43
韩国	43
批准	43
正是	43
权利	43
启动	43
某个	43
危机	43
复杂	43
打算	43
评价	43
仅	43
布什	43
同事	42
自动	42
接触	42
对此	42
学会	42
处于	42
亚洲	42
机场	42
欢迎	42
一半	42
妻子	42
话	42
多么	42
杂志	42
相当	42
寻求	42
阶段	42
分钟	42
兴趣	42
拍摄	42
充满	42
适合	42
显著	42
工厂	42
过来	42
预测	42
本身	42
战略	42
类型	42
特殊	42
看着	42
具体	41
明确	41
种	41
工业	41
并非	41
关心	41
食品	41
社区	41
感受	41
总理	41
那儿	41
上升	41
进	41
那时	41
意大利	41
家人	41
竞争	41
年前	41
词	41
教学	41
收购	41
突然	41
周围	41
冲突	41
游客	41
些	41
即将	41
既	41
想到	41
罗安达	41
正如	41
操作	40
近	40
像是	40
签署	40
所谓	40
属于	40
鼓励	40
杀	40
习惯	40
一座	40
看来	40
西方	40
联盟	40
期望	40
提到	40
位	40
家里	40
早期	40
实施	40
女儿	40
留下	40
快速	40
年龄	40
仅仅	40
以下	40
基因	40
小孩	40
以上	40
地位	40
国会	40
这场	40
两	40
双方	40
相对	40
加强	39
伟大	39
左右	39
资料	39
网上	39
巴基斯坦	39
销售	39
利益	39
爸爸	39
一块	39
律师	39
成立	39
事实	39
某	39
阅读	39
内部	39
量	39
聪明	39
需	39
检查	39
感谢	39
课程	39
完美	39
Ç	39
防止	38
空气	38
责任	38
工人	38
刚刚	38
发出	38
公布	38
阻止	38
连	38
平衡	38
梦想	38
合同	38
州	38
投资者	38
澳大利亚	38
物质	38
值	38
多年	38
作出	38
条	38
老师	38
连接	38
原来	38
品牌	38
情绪	38
拍	38
博士	38
欧盟	38
建造	38
表面	38
电子	38
图片	37
社交	37
民主	37
能源	37
依然	37
声明	37
消费者	37
最高	37
和平	37
生存	37
自身	37
C	37
全国	37
经理	37
否则	37
再次	37
人物	37
常常	37
有时候	37
á	37
软件	37
兄弟	37
应当	37
股份	37
玩	37
最新	37
采访	37
手	37
相似	37
越	37
坐	37
停止	37
喝	37
面前	37
派	37
工艺	37
若	37
周二	37
规则	37
公众	37
手段	36
欧元	36
拉	36
时刻	36
谈话	36
除非	36
佛得角	36
外面	36
扮演	36
显得	36
商店	36
证据	36
检测	36
教堂	36
式	36
距离	36
费用	36
嗯	36
值得	36
接下来	36
策略	36
强烈	36
一套	36
指导	36
演讲	36
两年	36
见到	36
对象	35
第一	35
作者	35
西班牙	35
外国	35
谢谢	35
来看	35
有助于	35
布什总统	35
第二	35
答案	35
之中	35
糟糕	35
次	35
几天	35
概念	35
咖啡	35
难	35
形象	35
未	35
航空公司	35
摘要	35
攻击	35
刺激	35
实在	35
部门	35
明天	35
分布	35
麻烦	35
礼物	35
脸	35
女士	35
远	35
出售	35
後	35
说法	35
最佳	34
估计	34
影片	34
怀疑	34
是从	34
倒	34
害怕	34
参数	34
一辆	34
协会	34
按照	34
优势	34
手术	34
联合国	34
私人	34
现场	34
视频	34
这件	34
很难	34
怎	34
公里	34
表演	34
武器	34
形状	34
风格	34
调整	34
反映	34
A	34
说话	34
该国	33
交流	33
传播	33
北部	33
放	33
批评	33
一致	33
得出	33
给出	33
呆	33
火车	33
总结	33
某种	33
角度	33
原理	33
不够	33
周末	33
重大	33
中间	33
投入	33
打电话	33
接近	33
接着	33
出发	33
香港	33
难道	33
掉	33
每次	33
土地	33
特性	33
弄	33
显然	33
爆炸	33
上海	33
华盛顿	33
奇怪	33
公园	33
真实	33
常见	33
而已	32
创新	32
提升	32
神	32
度	32
彼此	32
南非	32
感染	32
市	32
打击	32
趋势	32
评估	32
忘记	32
疯狂	32
推动	32
进程	32
态度	32
运用	32
之外	32
哪些	32
图	32
早上	32
公共	32
秘密	32
这份	32
难以	32
四个	32
大会	32
刚	32
身份	32
马普托	32
差异	32
看法	32
流行	32
候选人	32
引发	32
到达	32
植物	32
日子	32
学院	32
药物	32
靠	32
收到	32
改进	32
主题	32
嘿	31
打开	31
自从	31
当前	31
成长	31
好处	31
参议员	31
比例	31
不可	31
加	31
培养	31
资产	31
赢得	31
权力	31
迅速	31
此外	31
反	31
动作	31
分	31
讲话	31
一边	31
经营	31
s	31
进口	31
米	31
丰富	31
记忆	31
还会	31
狗	31
锻炼	31
一周	31
神经	31
评论	31
婴儿	31
此间	31
金融	31
头	31
定义	31
士兵	31
不仅仅	31
紧张	31
将来	31
往往	31
有限公司	30
病毒	30
他会	30
BBC	30
作家	30
补充	30
官方	30
人数	30
心	30
理想	30
培训	30
普遍	30
适用	30
首席	30
细节	30
做好	30
xC	30
小说	30
生长	30
多个	30
男孩	30
临床	30
森林	30
谈判	30
月份	30
诊断	30
移民	30
飞行	30
假设	30
输入	30
居民	30
不了	30
逐渐	30
观众	30
前面	30
请求	30
更大	30
广泛	30
技能	30
现实	30
申请	30
画	30
等等	30
支持者	30
途径	30
强大	30
演员	30
克林顿	30
人群	30
太阳	30
设置	29
记住	29
倾向	29
动力	29
机制	29
件	29
宇宙	29
大小	29
适应	29
美丽	29
组合	29
期待	29
体现	29
共和党	29
主席	29
选民	29
竞选	29
随后	29
伤害	29
代表团	29
应对	29
所说	29
最初	29
信任	29
绝对	29
提前	29
睡	29
德	29
释放	29
首次	29
安排	29
推出	29
首都	29
谷歌	29
商品	29
安装	29
乌克兰	29
有所	29
应用程序	29
货物	29
物	29
担任	29
发明	29
希腊	29
论文	28
呀	28
搞	28
所有人	28
灵魂	28
字	28
发挥	28
指控	28
消除	28
阿富汗	28
地震	28
多种	28
绿色	28
不必	28
进展	28
安	28
此次	28
综合	28
垃圾	28
医疗	28
也就是说	28
公开	28
这张	28
固定	28
副	28
相互	28
监狱	28
漂亮	28
深入	28
B	28
可靠	28
终于	28
早	28
手指	28
少	28
乐观	28
元素	28
遭受	28
好好	28
搜索	28
抓住	28
法院	28
职位	28
以便	28
事物	28
美	28
周四	28
省	28
一部	28
不好	28
一生	28
身边	28
高度	28
特定	28
怎么样	28
听说	28
餐厅	28
关闭	28
金属	28
对话	28
尺寸	27
从事	27
心理	27
耶和华	27
领袖	27
民主党	27
背后	27
顾客	27
带有	27
强调	27
体验	27
多数	27
谈论	27
达成	27
当中	27
收集	27
周五	27
伊斯兰	27
走进	27
指数	27
约会	27
房地产	27
成绩	27
讲述	27
一段时间	27
制定	27
北韩	27
岛	27
集中	27
联邦	27
典型	27
称为	27
主管	27
效应	27
转移	27
公路	27
微笑	27
数据库	27
立即	27
设施	27
一片	27
发言人	27
假如	27
叙利亚	27
报纸	27
合适	27
增强	27
构成	27
时尚	27
庆祝	27
包含	27
预期	27
那天	27
成就	26
从未	26
象	26
幸运	26
信心	26
不足	26
符合	26
强	26
开放	26
服务器	26
动态	26
大陆	26
南部	26
所在	26
心情	26
热	26
全面	26
就业	26
国外	26
只会	26
睡眠	26
分离	26
革命	26
联合	26
旨在	26
协助	26
於	26
鱼	26
别的	26
顾问	26
旁边	26
元	26
地点	26
奥运会	26
里斯本	26
房屋	26
猫	26
团体	26
邀请	26
读者	26
令	26
葡	26
工资	26
探索	26
抱怨	26
大规模	26
观看	26
愤怒	26
面试	26
确认	26
通知	25
展现	25
三年	25
一篇	25
污染	25
阿	25
争取	25
排名	25
系列	25
脚	25
演出	25
花费	25
损害	25
层	25
婚礼	25
红色	25
发射	25
部队	25
咨询	25
不久	25
今晚	25
取消	25
扩展	25
癌症	25
交给	25
燃料	25
出生	25
测定	25
添加	25
症状	25
清单	25
以外	25
抱歉	25
混合	25
背景	25
卖	25
海洋	25
胜利	25
可能性	25
率	25
事业	25
重复	25
叫做	25
对待	25
明年	25
蛋白质	25
影响力	25
桌子	25
门	25
枪	25
为何	25
马	25
模拟	25
著名	25
企业家	25
抑制	25
特	25
做法	25
说服	25
相反	25
二	25
噢	25
道路	25
命令	25
合理	25
遭到	25
人民币	24
埃及	24
人才	24
开车	24
警告	24
玩具	24
强度	24
场景	24
种族	24
跳	24
张	24
犯罪	24
经	24
讨厌	24
详细	24
排放	24
白宫	24
一根	24
长大	24
哲学	24
消失	24
实行	24
a	24
路上	24
因而	24
最低	24
给予	24
太空	24
感兴趣	24
年度	24
跟踪	24
每周	24
财政	24
通信	24
算法	24
文学	24
躺	24
追求	24
头发	24
各地	24
中有	24
错	24
损伤	24
产业	24
名称	24
任何人	24
力	24
随时	24
实践	24
出席	24
展开	24
农民	24
船	24
情感	24
证实	24
现代化	24
游泳	24
物体	24
爱情	24
下去	24
缅甸	24
潜在	23
版本	23
艺术家	23
词汇	23
提醒	23
穿着	23
依靠	23
哪儿	23
看过	23
化	23
脂肪	23
高于	23
黑色	23
话题	23
回去	23
名为	23
效率	23
立法	23
外交	23
昨天	23
举办	23
学	23
大卫	23
警方	23
小组	23
维持	23
iPhone	23
法庭	23
加拿大	23
怎么办	23
公平	23
万吨	23
超级	23
L	23
S	23
有用	23
美好	23
慢慢	23
保存	23
敌人	23
哪个	23
股票	23
精力	23
昨晚	23
扩大	23
损失	23
最为	23
编辑	23
替代	23
平台	23
回归	23
整体	23
杰克	23
多久	23
富有	23
某人	23
海外	23
就算	23
味道	23
m	23
高级	23
海岸	23
驻	23
谈到	23
部长	23
图像	23
克里斯	23
军事	23
无论是	23
升高	23
进化	23
国	23
毕业	23
休息	23
连续	23
新型	22
查看	22
便宜	22
浪费	22
不幸	22
在线	22
一群	22
读	22
十年	22
他妈的	22
事故	22
规模	22
救	22
诸如	22
环保	22
核心	22
随	22
消费	22
各位	22
覆盖	22
惩罚	22
担忧	22
巴黎	22
差不多	22
女	22
加上	22
修改	22
抗议	22
进来	22
掌握	22
罗马	22
分配	22
想想	22
信	22
赢	22
球	22
天气	22
引导	22
议会	22
后面	22
离	22
群体	22
亲爱	22
融合	22
一本	22
盖	22
透露	22
提	22
金融危机	22
什么样	22
收益	22
做些	22
看上去	22
乘客	22
很少	22
生气	22
呼吁	22
现状	22
早晨	22
层面	22
本人	22
本来	22
债务	22
准确	22
周三	22
股市	22
生态	22
基础设施	22
相应	22
肌肉	22
船只	22
招聘	22
未能	22
步骤	21
机	21
旅游业	21
我来	21
各个	21
优秀	21
配合	21
吃饭	21
停	21
当局	21
小姐	21
毕竟	21
进去	21
天空	21
沟通	21
单独	21
随机	21
清理	21
贫穷	21
国王	21
前往	21
玉米	21
摆脱	21
职员	21
更为	21
待	21
放松	21
会谈	21
持有	21
服装	21
共	21
笑	21
内心	21
小心	21
并未	21
谈	21
运动员	21
干嘛	21
尽	21
神秘	21
遵守	21
商人	21
简直	21
基地	21
包装	21
往	21
生意	21
红	21
全	21
杀死	21
在内	21
本质	21
自行车	21
博物馆	21
取决于	21
太太	21
英尺	21
耶稣	21
依赖	21
函数	21
较大	21
负担	21
蛋白	21
先进	21
地图	21
宣传	21
很棒	21
写作	21
星期二	21
创意	21
刚才	21
开心	21
激励	21
事务	21
婚姻	21
宽	21
暴力	21
四年	21
分析师	21
度过	21
渴望	21
喜爱	21
港口	21
区别	21
嘛	21
有限	21
生成	21
优化	20
魅力	20
若干	20
矿业	20
人会	20
感情	20
完善	20
完整	20
极端	20
台湾	20
各国	20
块	20
阐述	20
Facebook	20
供应	20
病	20
带到	20
俱乐部	20
立刻	20
具备	20
付出	20
回	20
呼吸	20
伙计	20
规律	20
在家	20
津巴布韦	20
对手	20
议员	20
拯救	20
关	20
斯	20
上周	20
监管	20
不行	20
标记	20
大声	20
家族	20
追踪	20
思维	20
不让	20
再也	20
尚未	20
以至于	20
第三	20
浓度	20
利比亚	20
发动机	20
写道	20
你好	20
赚	20
爆发	20
之所以	20
血液	20
含有	20
为此	20
现有	20
小型	20
到来	20
体重	20
熟悉	20
重视	20
心脏	20
交谈	20
额外	20
救援	20
cm	20
留在	20
对比	20
流动	20
DNA	20
相	20
障碍	20
冠军	20
却是	20
火箭	20
严格	20
论述	20
科	20
当作	20
条款	20
铁路	20
改造	20
扫描	20
基本上	20
削减	20
博客	20
稳定性	20
法案	20
一组	20
很长	20
免费	20
代理	20
尽力	20
尽量	20
意外	20
教练	20
比如说	20
大学生	20
忘	20
商务	19
紧急	19
牺牲	19
土壤	19
此前	19
禁止	19
两人	19
智慧	19
细菌	19
气候	19
体内	19
暗示	19
解决方案	19
不愿	19
为期	19
审查	19
理念	19
燃烧	19
史密斯	19
边缘	19
模糊	19
教师	19
品质	19
周期	19
之下	19
贡献	19
上去	19
世界各地	19
星期五	19
色彩	19
一支	19
独特	19
公民	19
亿元	19
恐惧	19
单词	19
战斗	19
从不	19
黑暗	19
无关	19
光	19
抓	19
上班	19
深度	19
管	19
错过	19
种类	19
鸟	19
它会	19
涉及	19
格鲁吉亚	19
不如	19
选手	19
边界	19
一面	19
疯	19
制造商	19
道德	19
否认	19
资本	19
一句	19
自信	19
遭遇	19
运作	19
互相	19
一步	19
长官	19
一遍	19
同一个	19
球员	19
争议	19
性格	19
神奇	19
to	19
两位	19
岗位	19
忙	19
设立	19
D	19
认真	19
聚会	19
拿到	19
能否	19
标志	19
主动	19
男子	19
要么	19
走出	19
想起	19
出版	19
空中	19
这部	19
症	19
清晰	19
法官	19
输出	19
屏幕	19
精确	19
阿拉伯	19
协调	19
d	19
í	19
行	19
找出	19
立场	19
吹	18
愚蠢	18
告知	18
旧	18
克服	18
惊人	18
巴勒斯坦	18
发动	18
产量	18
com	18
没什么	18
愉快	18
我用	18
h	18
GDP	18
重建	18
一个月	18
轨道	18
进步	18
罗	18
这点	18
成果	18
统计	18
光纤	18
心里	18
那位	18
获取	18
化学	18
开玩笑	18
注意力	18
出于	18
种子	18
期	18
注册	18
明星	18
参观	18
代替	18
金	18
见面	18
人体	18
印象	18
夏天	18
方便	18
设法	18
疟疾	18
核	18
牛奶	18
麦凯恩	18
仔细	18
这座	18
指标	18
可行	18
出色	18
性质	18
ã	18
带给	18
自杀	18
高速	18
合成	18
实力	18
钥匙	18
剩下	18
规划	18
谈谈	18
不停	18
今后	18
酒	18
黄金	18
文字	18
取代	18
到处	18
愿望	18
财富	18
I	18
第二个	18
体育	18
圣保罗	18
毫无	18
删除	18
iPad	18
分类	18
拿出	18
缺陷	18
亦	18
已有	18
英里	18
卡	18
受伤	18
激烈	18
流	18
构造	18
生产商	18
可怕	18
陷入	18
混乱	18
气体	18
病例	18
吸收	18
董事会	18
塑料	18
画面	18
含	18
同一	18
回应	18
荷兰	18
教	18
设计师	18
梦	18
猜测	17
东帝汶	17
似的	17
推荐	17
潜力	17
经济学	17
保留	17
之类	17
失业	17
两天	17
面包	17
啤酒	17
创建	17
旅馆	17
导弹	17
情报	17
节日	17
糖	17
将军	17
本国	17
如同	17
不满	17
推销	17
女子	17
预算	17
家长	17
营养	17
构建	17
民众	17
零	17
动	17
雇员	17
揭示	17
一台	17
夫妇	17
嗨	17
无数	17
指责	17
纪念	17
签名	17
承受	17
信贷	17
詹姆斯	17
靠近	17
很小	17
我方	17
朝	17
谴责	17
怀孕	17
演奏	17
第二天	17
脸上	17
照顾	17
电子邮件	17
创业	17
转向	17
近年来	17
与此同时	17
中学	17
大幅	17
下跌	17
主人	17
场	17
回报	17
有钱	17
推迟	17
五个	17
懂	17
总部	17
部	17
项	17
地上	17
敏感	17
新兴	17
打破	17
发送	17
财产	17
两者	17
术后	17
前景	17
几分钟	17
老鼠	17
周一	17
之际	17
看待	17
资格	17
研制	17
共有	17
从没	17
运营	17
右边	17
交换	17
好莱坞	17
规范	17
天然气	17
the	17
黑人	17
长时间	17
球队	17
提交	17
地面	17
月球	17
推广	17
分为	17
星球	17
宗教	17
超	17
脑袋	17
税收	17
发育	17
练习	17
优点	17
航空	17
司机	17
目前为止	17
这方面	17
平民	17
日期	17
货币	17
股东	17
活力	17
铁矿石	17
区块	17
热情	17
女生	17
抵达	17
宣称	17
床上	17
旋转	17
执政	17
监测	16
著	16
一杯	16
账户	16
惊讶	16
支出	16
跳舞	16
经济体	16
队	16
比尔	16
勇敢	16
视觉	16
变	16
越南	16
物理	16
原料	16
放到	16
级	16
平等	16
代码	16
艰难	16
经典	16
失望	16
尊重	16
居住	16
去世	16
n	16
尽可能	16
足球	16
之内	16
焦虑	16
竞争力	16
对抗	16
低于	16
呈	16
考试	16
墨西哥	16
可爱	16
维护	16
始终	16
依据	16
成人	16
部位	16
两次	16
白色	16
产物	16
框架	16
全新	16
悲剧	16
判断	16
饮料	16
离婚	16
复苏	16
粮食	16
岩石	16
机械	16
主任	16
钻石	16
即便	16
场合	16
M	16
统治	16
夫人	16
心中	16
祈祷	16
全都	16
修复	16
核武器	16
全是	16
适当	16
异常	16
随便	16
主体	16
英镑	16
光线	16
满意	16
照	16
融资	16
份	16
传感器	16
冲击	16
振动	16
一对	16
仿真	16
票	16
重量	16
诸多	16
段	16
N	16
面积	16
标签	16
少数	16
对不起	16
送给	16
没错	16
手臂	16
高效	16
决策	16
观念	16
国内外	16
气候变化	16
司法	16
黑	16
气氛	16
解决问题	16
引擎	16
礼貌	16
信仰	16
战士	16
基金会	16
询问	16
通用	16
登上	16
以往	16
时光	16
合作伙伴	16
有力	16
受欢迎	16
帮忙	16
行政	16
爱尔兰	16
工作人员	16
纸	16
鼻子	16
可怜	16
洛杉矶	16
芝加哥	16
电力	16
高中	16
究竟	16
阳光	16
信用	16
与其	16
O	16
of	16
治理	16
不少	16
周日	16
简历	16
ä	16
频率	16
老人	16
X	16
电池	16
短语	16
日常	16
心灵	16
加州	16
万人	16
急性	16
恐怖分子	15
当年	15
年底	15
懂得	15
至关重要	15
日常生活	15
假期	15
白天	15
便是	15
山	15
初步	15
走路	15
变革	15
学术	15
本土	15
选票	15
